HGT_ID,Sequence_query,Sequence_subject,query_congtig_id,subject_contig_id,MAG 1,MAG 2,q_start,q_end,s_start,s_end,query_length,subject_length,Length,Identity,End Match,Full Match,details
HGT_seq_363,NODE_231_length_1685_cov_7.846012_335_1682,NODE_134_length_4681_cov_7.587981_1_1348,NODE_231_length_1685_cov_7.846012,NODE_134_length_4681_cov_7.587981,s_9002000001247124_37.permissive.fa,s_9002000001484586_20.permissive.fa,335,1682,1,1348,1685,4681,1348,99.481,True,False,"['NODE_231_length_1685_cov_7.846012', 335, 1682, 1348, 's_9002000001247124_37.permissive.fa', 'NODE_134_length_4681_cov_7.587981', 1, 1348, 's_9002000001484586_20.permissive.fa']"
HGT_seq_364,NODE_3_length_22155_cov_12.689548_4958_12718,NODE_60_length_7761_cov_7.610953_7761_1,NODE_3_length_22155_cov_12.689548,NODE_60_length_7761_cov_7.610953,s_9002000001215917_3.strict.fa,s_9002000001447950_2.strict.fa,4958,12718,7761,1,22155,7761,7761,99.42,False,True,"['NODE_3_length_22155_cov_12.689548', 4958, 12718, 7761, 's_9002000001215917_3.strict.fa', 'NODE_60_length_7761_cov_7.610953', 7761, 1, 's_9002000001447950_2.strict.fa']"
HGT_seq_365,NODE_165_length_3717_cov_12.047515_1_974,NODE_238_length_2065_cov_7.526368_974_1,NODE_165_length_3717_cov_12.047515,NODE_238_length_2065_cov_7.526368,s_9002000001373308_1.strict.fa,s_9002000001446502_20.permissive.fa,1,974,974,1,3717,2065,974,99.589,True,False,"['NODE_165_length_3717_cov_12.047515', 1, 974, 974, 's_9002000001373308_1.strict.fa', 'NODE_238_length_2065_cov_7.526368', 974, 1, 's_9002000001446502_20.permissive.fa']"
HGT_seq_366,NODE_98_length_5036_cov_14.754467_1_5036,NODE_104_length_5089_cov_12.261621_5047_12,NODE_98_length_5036_cov_14.754467,NODE_104_length_5089_cov_12.261621,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,1,5036,5047,12,5036,5089,5036,99.325,True,True,"['NODE_98_length_5036_cov_14.754467', 1, 5036, 5036, 's_9002000001287540_19.strict.fa', 'NODE_104_length_5089_cov_12.261621', 5047, 12, 's_9002000001373308_1.strict.fa']"
HGT_seq_367,NODE_126_length_4597_cov_18.942536_1_4597,NODE_65_length_9451_cov_10.207216_4150_8746,NODE_126_length_4597_cov_18.942536,NODE_65_length_9451_cov_10.207216,s_9002000001373308_1.strict.fa,s_9002000001392831_7.strict.fa,1,4597,4150,8746,4597,9451,4597,99.304,False,True,"['NODE_126_length_4597_cov_18.942536', 1, 4597, 4597, 's_9002000001373308_1.strict.fa', 'NODE_65_length_9451_cov_10.207216', 4150, 8746, 's_9002000001392831_7.strict.fa']"
HGT_seq_368,NODE_121_length_4848_cov_11.410182_1_3455,NODE_21_length_22758_cov_17.146192_18945_22400,NODE_121_length_4848_cov_11.410182,NODE_21_length_22758_cov_17.146192,s_9002000001215917_3.strict.fa,s_9002000001423590_15.permissive.fa,1,3455,18945,22400,4848,22758,3456,99.537,False,False,"['NODE_121_length_4848_cov_11.410182', 1, 3455, 3456, 's_9002000001215917_3.strict.fa', 'NODE_21_length_22758_cov_17.146192', 18945, 22400, 's_9002000001423590_15.permissive.fa']"
HGT_seq_369,NODE_55_length_8533_cov_7.736377_6251_7960,NODE_274_length_1710_cov_5.239275_1_1710,NODE_55_length_8533_cov_7.736377,NODE_274_length_1710_cov_5.239275,s_9002000001215917_3.strict.fa,s_9002000001467905_4.permissive.fa,6251,7960,1,1710,8533,1710,1710,99.649,False,True,"['NODE_55_length_8533_cov_7.736377', 6251, 7960, 1710, 's_9002000001215917_3.strict.fa', 'NODE_274_length_1710_cov_5.239275', 1, 1710, 's_9002000001467905_4.permissive.fa']"
HGT_seq_370,NODE_894_length_14468_cov_11.880941_6799_14468,NODE_19_length_12654_cov_14.835146_12654_4985,NODE_894_length_14468_cov_11.880941,NODE_19_length_12654_cov_14.835146,s_9002000001312311_33.orig.fa,s_9002000001373308_1.strict.fa,6799,14468,12654,4985,14468,12654,7670,99.244,True,False,"['NODE_894_length_14468_cov_11.880941', 6799, 14468, 7670, 's_9002000001312311_33.orig.fa', 'NODE_19_length_12654_cov_14.835146', 12654, 4985, 's_9002000001373308_1.strict.fa']"
HGT_seq_371,NODE_243_length_2242_cov_9.932785_963_2242,NODE_101_length_5877_cov_16.028513_4548_5827,NODE_243_length_2242_cov_9.932785,NODE_101_length_5877_cov_16.028513,s_9002000001215917_3.strict.fa,s_9002000001455931_25.permissive.fa,963,2242,4548,5827,2242,5877,1280,99.219,False,False,"['NODE_243_length_2242_cov_9.932785', 963, 2242, 1280, 's_9002000001215917_3.strict.fa', 'NODE_101_length_5877_cov_16.028513', 4548, 5827, 's_9002000001455931_25.permissive.fa']"
HGT_seq_372,NODE_289_length_1819_cov_8.196712_1268_1819,NODE_133_length_3660_cov_10.518169_1_552,NODE_289_length_1819_cov_8.196712,NODE_133_length_3660_cov_10.518169,s_9002000001373308_1.strict.fa,s_9002000001462195_20.permissive.fa,1268,1819,1,552,1819,3660,552,99.457,True,False,"['NODE_289_length_1819_cov_8.196712', 1268, 1819, 552, 's_9002000001373308_1.strict.fa', 'NODE_133_length_3660_cov_10.518169', 1, 552, 's_9002000001462195_20.permissive.fa']"
HGT_seq_373,NODE_3_length_31033_cov_18.372103_14435_19029,NODE_126_length_4597_cov_18.942536_3_4597,NODE_3_length_31033_cov_18.372103,NODE_126_length_4597_cov_18.942536,s_9002000001343701_48.permissive.fa,s_9002000001373308_1.strict.fa,14435,19029,3,4597,31033,4597,4595,99.434,False,True,"['NODE_3_length_31033_cov_18.372103', 14435, 19029, 4595, 's_9002000001343701_48.permissive.fa', 'NODE_126_length_4597_cov_18.942536', 3, 4597, 's_9002000001373308_1.strict.fa']"
HGT_seq_374,NODE_3_length_22155_cov_12.689548_12720_19346,NODE_80_length_6627_cov_10.950091_6627_1,NODE_3_length_22155_cov_12.689548,NODE_80_length_6627_cov_10.950091,s_9002000001215917_3.strict.fa,s_9002000001484586_20.permissive.fa,12720,19346,6627,1,22155,6627,6627,99.019,False,True,"['NODE_3_length_22155_cov_12.689548', 12720, 19346, 6627, 's_9002000001215917_3.strict.fa', 'NODE_80_length_6627_cov_10.950091', 6627, 1, 's_9002000001484586_20.permissive.fa']"
HGT_seq_375,NODE_126_length_4714_cov_15.484868_1328_4348,NODE_7655_length_3021_cov_13.442347_3021_1,NODE_126_length_4714_cov_15.484868,NODE_7655_length_3021_cov_13.442347,s_9002000001247124_37.permissive.fa,s_9002000001312311_33.orig.fa,1328,4348,3021,1,4714,3021,3021,99.073,False,True,"['NODE_126_length_4714_cov_15.484868', 1328, 4348, 3021, 's_9002000001247124_37.permissive.fa', 'NODE_7655_length_3021_cov_13.442347', 3021, 1, 's_9002000001312311_33.orig.fa']"
HGT_seq_376,NODE_243_length_2242_cov_9.932785_963_2242,NODE_88_length_7083_cov_9.608566_4637_5916,NODE_243_length_2242_cov_9.932785,NODE_88_length_7083_cov_9.608566,s_9002000001215917_3.strict.fa,s_9002000001334186_16.strict.fa,963,2242,4637,5916,2242,7083,1280,99.219,False,False,"['NODE_243_length_2242_cov_9.932785', 963, 2242, 1280, 's_9002000001215917_3.strict.fa', 'NODE_88_length_7083_cov_9.608566', 4637, 5916, 's_9002000001334186_16.strict.fa']"
HGT_seq_377,NODE_31_length_9381_cov_16.044606_339_9381,NODE_31_length_14415_cov_8.752925_9102_60,NODE_31_length_9381_cov_16.044606,NODE_31_length_14415_cov_8.752925,s_9002000001373308_1.strict.fa,s_9002000001392831_7.strict.fa,339,9381,9102,60,9381,14415,9043,99.348,False,True,"['NODE_31_length_9381_cov_16.044606', 339, 9381, 9043, 's_9002000001373308_1.strict.fa', 'NODE_31_length_14415_cov_8.752925', 9102, 60, 's_9002000001392831_7.strict.fa']"
HGT_seq_378,NODE_19_length_12654_cov_14.835146_1_12654,NODE_7_length_25861_cov_11.192010_1466_14119,NODE_19_length_12654_cov_14.835146,NODE_7_length_25861_cov_11.192010,s_9002000001373308_1.strict.fa,s_9002000001580090_45.strict.fa,1,12654,1466,14119,12654,25861,12654,99.486,False,True,"['NODE_19_length_12654_cov_14.835146', 1, 12654, 12654, 's_9002000001373308_1.strict.fa', 'NODE_7_length_25861_cov_11.192010', 1466, 14119, 's_9002000001580090_45.strict.fa']"
HGT_seq_379,NODE_28_length_12384_cov_13.669478_2231_12382,NODE_20_length_11049_cov_9.884846_10148_1,NODE_28_length_12384_cov_13.669478,NODE_20_length_11049_cov_9.884846,s_9002000001215917_3.strict.fa,s_9002000001410650_3.permissive.fa,2231,12382,10148,1,12384,11049,10156,99.163,False,True,"['NODE_28_length_12384_cov_13.669478', 2231, 12382, 10156, 's_9002000001215917_3.strict.fa', 'NODE_20_length_11049_cov_9.884846', 10148, 1, 's_9002000001410650_3.permissive.fa']"
HGT_seq_380,NODE_289_length_1819_cov_8.196712_1226_1819,NODE_166_length_3278_cov_11.568104_2_595,NODE_289_length_1819_cov_8.196712,NODE_166_length_3278_cov_11.568104,s_9002000001373308_1.strict.fa,s_9002000001456330_2.permissive.fa,1226,1819,2,595,1819,3278,594,99.158,True,False,"['NODE_289_length_1819_cov_8.196712', 1226, 1819, 594, 's_9002000001373308_1.strict.fa', 'NODE_166_length_3278_cov_11.568104', 2, 595, 's_9002000001456330_2.permissive.fa']"
HGT_seq_381,NODE_16_length_20571_cov_14.790992_16398_18830,NODE_115_length_5165_cov_9.786888_5165_2732,NODE_16_length_20571_cov_14.790992,NODE_115_length_5165_cov_9.786888,s_9002000001247124_37.permissive.fa,s_9002000001334186_16.strict.fa,16398,18830,5165,2732,20571,5165,2435,99.507,False,False,"['NODE_16_length_20571_cov_14.790992', 16398, 18830, 2435, 's_9002000001247124_37.permissive.fa', 'NODE_115_length_5165_cov_9.786888', 5165, 2732, 's_9002000001334186_16.strict.fa']"
HGT_seq_382,NODE_207_length_2896_cov_11.380852_1_2896,NODE_90_length_6710_cov_13.390984_3096_201,NODE_207_length_2896_cov_11.380852,NODE_90_length_6710_cov_13.390984,s_9002000001215917_3.strict.fa,s_9002000001476065_22.strict.fa,1,2896,3096,201,2896,6710,2896,99.24,False,True,"['NODE_207_length_2896_cov_11.380852', 1, 2896, 2896, 's_9002000001215917_3.strict.fa', 'NODE_90_length_6710_cov_13.390984', 3096, 201, 's_9002000001476065_22.strict.fa']"
HGT_seq_383,NODE_92_length_6117_cov_15.025404_1_1492,NODE_136_length_3813_cov_7.204364_1492_1,NODE_92_length_6117_cov_15.025404,NODE_136_length_3813_cov_7.204364,s_9002000001247124_37.permissive.fa,s_9002000001416675_19.permissive.fa,1,1492,1492,1,6117,3813,1492,100.0,True,False,"['NODE_92_length_6117_cov_15.025404', 1, 1492, 1492, 's_9002000001247124_37.permissive.fa', 'NODE_136_length_3813_cov_7.204364', 1492, 1, 's_9002000001416675_19.permissive.fa']"
HGT_seq_384,NODE_119_length_4836_cov_15.973227_1391_4836,NODE_90_length_6710_cov_13.390984_6710_3264,NODE_119_length_4836_cov_15.973227,NODE_90_length_6710_cov_13.390984,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,1391,4836,6710,3264,4836,6710,3447,99.362,True,False,"['NODE_119_length_4836_cov_15.973227', 1391, 4836, 3447, 's_9002000001373308_1.strict.fa', 'NODE_90_length_6710_cov_13.390984', 6710, 3264, 's_9002000001476065_22.strict.fa']"
HGT_seq_385,NODE_3_length_22155_cov_12.689548_5684_10598,NODE_124_length_4915_cov_12.223251_4915_1,NODE_3_length_22155_cov_12.689548,NODE_124_length_4915_cov_12.223251,s_9002000001215917_3.strict.fa,s_9002000001484586_20.permissive.fa,5684,10598,4915,1,22155,4915,4915,99.369,False,True,"['NODE_3_length_22155_cov_12.689548', 5684, 10598, 4915, 's_9002000001215917_3.strict.fa', 'NODE_124_length_4915_cov_12.223251', 4915, 1, 's_9002000001484586_20.permissive.fa']"
HGT_seq_386,NODE_46_length_12426_cov_19.496565_9092_12426,NODE_132_length_4498_cov_15.592393_4498_1164,NODE_46_length_12426_cov_19.496565,NODE_132_length_4498_cov_15.592393,s_9002000001343701_48.permissive.fa,s_9002000001373308_1.strict.fa,9092,12426,4498,1164,12426,4498,3335,99.73,True,False,"['NODE_46_length_12426_cov_19.496565', 9092, 12426, 3335, 's_9002000001343701_48.permissive.fa', 'NODE_132_length_4498_cov_15.592393', 4498, 1164, 's_9002000001373308_1.strict.fa']"
HGT_seq_387,NODE_214_length_2095_cov_7.614706_1456_2095,NODE_127_length_3481_cov_13.721541_3481_2840,NODE_214_length_2095_cov_7.614706,NODE_127_length_3481_cov_13.721541,s_9002000001247124_37.permissive.fa,s_9002000001423590_15.permissive.fa,1456,2095,3481,2840,2095,3481,642,99.065,True,False,"['NODE_214_length_2095_cov_7.614706', 1456, 2095, 642, 's_9002000001247124_37.permissive.fa', 'NODE_127_length_3481_cov_13.721541', 3481, 2840, 's_9002000001423590_15.permissive.fa']"
HGT_seq_388,NODE_266_length_1774_cov_10.171030_1_1503,NODE_12116_length_2040_cov_12.101763_1503_1,NODE_266_length_1774_cov_10.171030,NODE_12116_length_2040_cov_12.101763,s_9002000001215917_3.strict.fa,s_9002000001312311_33.orig.fa,1,1503,1503,1,1774,2040,1503,99.601,True,False,"['NODE_266_length_1774_cov_10.171030', 1, 1503, 1503, 's_9002000001215917_3.strict.fa', 'NODE_12116_length_2040_cov_12.101763', 1503, 1, 's_9002000001312311_33.orig.fa']"
HGT_seq_389,NODE_18_length_24454_cov_32.019468_10241_22894,NODE_19_length_12654_cov_14.835146_12654_1,NODE_18_length_24454_cov_32.019468,NODE_19_length_12654_cov_14.835146,s_9002000001350528_1.permissive.fa,s_9002000001373308_1.strict.fa,10241,22894,12654,1,24454,12654,12654,99.455,False,True,"['NODE_18_length_24454_cov_32.019468', 10241, 22894, 12654, 's_9002000001350528_1.permissive.fa', 'NODE_19_length_12654_cov_14.835146', 12654, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_390,NODE_257_length_2274_cov_6.643984_1_2274,NODE_48_length_11247_cov_8.832827_247_2520,NODE_257_length_2274_cov_6.643984,NODE_48_length_11247_cov_8.832827,s_9002000001373308_1.strict.fa,s_9002000001462195_20.permissive.fa,1,2274,247,2520,2274,11247,2274,99.384,False,True,"['NODE_257_length_2274_cov_6.643984', 1, 2274, 2274, 's_9002000001373308_1.strict.fa', 'NODE_48_length_11247_cov_8.832827', 247, 2520, 's_9002000001462195_20.permissive.fa']"
HGT_seq_391,NODE_3_length_32329_cov_14.628432_8711_11707,NODE_195_length_2997_cov_8.557784_1_2997,NODE_3_length_32329_cov_14.628432,NODE_195_length_2997_cov_8.557784,s_9002000001247124_37.permissive.fa,s_9002000001447950_2.strict.fa,8711,11707,1,2997,32329,2997,2997,99.166,False,True,"['NODE_3_length_32329_cov_14.628432', 8711, 11707, 2997, 's_9002000001247124_37.permissive.fa', 'NODE_195_length_2997_cov_8.557784', 1, 2997, 's_9002000001447950_2.strict.fa']"
HGT_seq_392,NODE_117_length_4917_cov_12.595434_1_4917,NODE_58_length_38570_cov_14.213319_14391_9477,NODE_117_length_4917_cov_12.595434,NODE_58_length_38570_cov_14.213319,s_9002000001215917_3.strict.fa,s_9002000001433400_13.orig.fa,1,4917,14391,9477,4917,38570,4917,99.451,False,True,"['NODE_117_length_4917_cov_12.595434', 1, 4917, 4917, 's_9002000001215917_3.strict.fa', 'NODE_58_length_38570_cov_14.213319', 14391, 9477, 's_9002000001433400_13.orig.fa']"
HGT_seq_393,NODE_16_length_20571_cov_14.790992_16376_19022,NODE_146_length_3737_cov_12.854155_1091_3737,NODE_16_length_20571_cov_14.790992,NODE_146_length_3737_cov_12.854155,s_9002000001247124_37.permissive.fa,s_9002000001455931_25.permissive.fa,16376,19022,1091,3737,20571,3737,2647,99.66,False,False,"['NODE_16_length_20571_cov_14.790992', 16376, 19022, 2647, 's_9002000001247124_37.permissive.fa', 'NODE_146_length_3737_cov_12.854155', 1091, 3737, 's_9002000001455931_25.permissive.fa']"
HGT_seq_394,NODE_132_length_4498_cov_15.592393_2125_4498,NODE_136_length_3813_cov_7.204364_3813_1440,NODE_132_length_4498_cov_15.592393,NODE_136_length_3813_cov_7.204364,s_9002000001373308_1.strict.fa,s_9002000001416675_19.permissive.fa,2125,4498,3813,1440,4498,3813,2374,99.747,True,False,"['NODE_132_length_4498_cov_15.592393', 2125, 4498, 2374, 's_9002000001373308_1.strict.fa', 'NODE_136_length_3813_cov_7.204364', 3813, 1440, 's_9002000001416675_19.permissive.fa']"
HGT_seq_395,NODE_37_length_14571_cov_12.124828_12514_14571,NODE_121_length_4735_cov_10.683333_1_2058,NODE_37_length_14571_cov_12.124828,NODE_121_length_4735_cov_10.683333,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,12514,14571,1,2058,14571,4735,2058,100.0,True,False,"['NODE_37_length_14571_cov_12.124828', 12514, 14571, 2058, 's_9002000001287540_19.strict.fa', 'NODE_121_length_4735_cov_10.683333', 1, 2058, 's_9002000001373308_1.strict.fa']"
HGT_seq_396,NODE_28_length_12384_cov_13.669478_9329_12325,NODE_195_length_2997_cov_8.557784_1_2997,NODE_28_length_12384_cov_13.669478,NODE_195_length_2997_cov_8.557784,s_9002000001215917_3.strict.fa,s_9002000001447950_2.strict.fa,9329,12325,1,2997,12384,2997,2997,99.466,True,True,"['NODE_28_length_12384_cov_13.669478', 9329, 12325, 2997, 's_9002000001215917_3.strict.fa', 'NODE_195_length_2997_cov_8.557784', 1, 2997, 's_9002000001447950_2.strict.fa']"
HGT_seq_397,NODE_19_length_12654_cov_14.835146_10663_12654,NODE_31_length_17133_cov_17.536187_17076_15085,NODE_19_length_12654_cov_14.835146,NODE_31_length_17133_cov_17.536187,s_9002000001373308_1.strict.fa,s_9002000001423590_15.permissive.fa,10663,12654,17076,15085,12654,17133,1992,99.197,True,False,"['NODE_19_length_12654_cov_14.835146', 10663, 12654, 1992, 's_9002000001373308_1.strict.fa', 'NODE_31_length_17133_cov_17.536187', 17076, 15085, 's_9002000001423590_15.permissive.fa']"
HGT_seq_398,NODE_4_length_43082_cov_14.602389_22663_24278,NODE_275_length_2030_cov_9.461772_1_1617,NODE_4_length_43082_cov_14.602389,NODE_275_length_2030_cov_9.461772,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,22663,24278,1,1617,43082,2030,1617,99.196,False,False,"['NODE_4_length_43082_cov_14.602389', 22663, 24278, 1617, 's_9002000001287540_19.strict.fa', 'NODE_275_length_2030_cov_9.461772', 1, 1617, 's_9002000001373308_1.strict.fa']"
HGT_seq_399,NODE_216_length_2031_cov_8.067308_63_1633,NODE_280_length_1628_cov_3.954228_1571_1,NODE_216_length_2031_cov_8.067308,NODE_280_length_1628_cov_3.954228,s_9002000001247124_37.permissive.fa,s_9002000001467905_4.permissive.fa,63,1633,1571,1,2031,1628,1571,100.0,True,True,"['NODE_216_length_2031_cov_8.067308', 63, 1633, 1571, 's_9002000001247124_37.permissive.fa', 'NODE_280_length_1628_cov_3.954228', 1571, 1, 's_9002000001467905_4.permissive.fa']"
HGT_seq_400,NODE_138_length_4342_cov_7.911127_755_2464,NODE_274_length_1710_cov_5.239275_1710_1,NODE_138_length_4342_cov_7.911127,NODE_274_length_1710_cov_5.239275,s_9002000001247124_37.permissive.fa,s_9002000001467905_4.permissive.fa,755,2464,1710,1,4342,1710,1710,99.591,False,True,"['NODE_138_length_4342_cov_7.911127', 755, 2464, 1710, 's_9002000001247124_37.permissive.fa', 'NODE_274_length_1710_cov_5.239275', 1710, 1, 's_9002000001467905_4.permissive.fa']"
HGT_seq_401,NODE_285_length_1854_cov_8.733185_802_1854,NODE_158_length_3639_cov_7.003069_1_1053,NODE_285_length_1854_cov_8.733185,NODE_158_length_3639_cov_7.003069,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,802,1854,1,1053,1854,3639,1053,99.43,True,False,"['NODE_285_length_1854_cov_8.733185', 802, 1854, 1053, 's_9002000001373308_1.strict.fa', 'NODE_158_length_3639_cov_7.003069', 1, 1053, 's_9002000001447950_2.strict.fa']"
HGT_seq_402,NODE_157_length_3840_cov_5.185997_2724_3840,NODE_928_length_5887_cov_10.601680_5887_4771,NODE_157_length_3840_cov_5.185997,NODE_928_length_5887_cov_10.601680,s_9002000001215917_3.strict.fa,s_9002000001433400_13.orig.fa,2724,3840,5887,4771,3840,5887,1117,99.642,True,False,"['NODE_157_length_3840_cov_5.185997', 2724, 3840, 1117, 's_9002000001215917_3.strict.fa', 'NODE_928_length_5887_cov_10.601680', 5887, 4771, 's_9002000001433400_13.orig.fa']"
HGT_seq_403,NODE_19_length_12654_cov_14.835146_1_12654,NODE_19_length_20946_cov_17.896319_1400_14053,NODE_19_length_12654_cov_14.835146,NODE_19_length_20946_cov_17.896319,s_9002000001373308_1.strict.fa,s_9002000001473223_36.strict.fa,1,12654,1400,14053,12654,20946,12654,99.478,False,True,"['NODE_19_length_12654_cov_14.835146', 1, 12654, 12654, 's_9002000001373308_1.strict.fa', 'NODE_19_length_20946_cov_17.896319', 1400, 14053, 's_9002000001473223_36.strict.fa']"
HGT_seq_404,NODE_3_length_32329_cov_14.628432_8676_14750,NODE_3187_length_6083_cov_12.585269_8_6083,NODE_3_length_32329_cov_14.628432,NODE_3187_length_6083_cov_12.585269,s_9002000001247124_37.permissive.fa,s_9002000001312311_33.orig.fa,8676,14750,8,6083,32329,6083,6076,99.292,False,True,"['NODE_3_length_32329_cov_14.628432', 8676, 14750, 6076, 's_9002000001247124_37.permissive.fa', 'NODE_3187_length_6083_cov_12.585269', 8, 6083, 's_9002000001312311_33.orig.fa']"
HGT_seq_405,NODE_19_length_12654_cov_14.835146_10663_12654,NODE_228_length_2080_cov_11.176790_1_1992,NODE_19_length_12654_cov_14.835146,NODE_228_length_2080_cov_11.176790,s_9002000001373308_1.strict.fa,s_9002000001484586_20.permissive.fa,10663,12654,1,1992,12654,2080,1992,99.398,True,True,"['NODE_19_length_12654_cov_14.835146', 10663, 12654, 1992, 's_9002000001373308_1.strict.fa', 'NODE_228_length_2080_cov_11.176790', 1, 1992, 's_9002000001484586_20.permissive.fa']"
HGT_seq_406,NODE_1_length_43845_cov_14.011487_17887_30540,NODE_19_length_12654_cov_14.835146_12654_1,NODE_1_length_43845_cov_14.011487,NODE_19_length_12654_cov_14.835146,s_9002000001323502_21.permissive.fa,s_9002000001373308_1.strict.fa,17887,30540,12654,1,43845,12654,12654,99.352,False,True,"['NODE_1_length_43845_cov_14.011487', 17887, 30540, 12654, 's_9002000001323502_21.permissive.fa', 'NODE_19_length_12654_cov_14.835146', 12654, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_407,NODE_231_length_1685_cov_7.846012_1_1682,NODE_144_length_3742_cov_6.152970_1946_3628,NODE_231_length_1685_cov_7.846012,NODE_144_length_3742_cov_6.152970,s_9002000001247124_37.permissive.fa,s_9002000001567974_27.permissive.fa,1,1682,1946,3628,1685,3742,1683,99.465,True,True,"['NODE_231_length_1685_cov_7.846012', 1, 1682, 1683, 's_9002000001247124_37.permissive.fa', 'NODE_144_length_3742_cov_6.152970', 1946, 3628, 's_9002000001567974_27.permissive.fa']"
HGT_seq_408,NODE_1644_length_9814_cov_14.715340_5671_9814,NODE_145_length_4150_cov_15.142857_4150_5,NODE_1644_length_9814_cov_14.715340,NODE_145_length_4150_cov_15.142857,s_9002000001312311_33.orig.fa,s_9002000001373308_1.strict.fa,5671,9814,4150,5,9814,4150,4146,99.252,True,True,"['NODE_1644_length_9814_cov_14.715340', 5671, 9814, 4146, 's_9002000001312311_33.orig.fa', 'NODE_145_length_4150_cov_15.142857', 4150, 5, 's_9002000001373308_1.strict.fa']"
HGT_seq_409,NODE_28_length_12384_cov_13.669478_1_9261,NODE_64_length_9597_cov_19.618424_9256_1,NODE_28_length_12384_cov_13.669478,NODE_64_length_9597_cov_19.618424,s_9002000001215917_3.strict.fa,s_9002000001343701_48.permissive.fa,1,9261,9256,1,12384,9597,9261,99.287,True,True,"['NODE_28_length_12384_cov_13.669478', 1, 9261, 9261, 's_9002000001215917_3.strict.fa', 'NODE_64_length_9597_cov_19.618424', 9256, 1, 's_9002000001343701_48.permissive.fa']"
HGT_seq_410,NODE_77_length_6872_cov_7.410151_5928_6872,NODE_98_length_4901_cov_15.429839_4901_3957,NODE_77_length_6872_cov_7.410151,NODE_98_length_4901_cov_15.429839,s_9002000001215917_3.strict.fa,s_9002000001343701_48.permissive.fa,5928,6872,4901,3957,6872,4901,945,99.259,True,False,"['NODE_77_length_6872_cov_7.410151', 5928, 6872, 945, 's_9002000001215917_3.strict.fa', 'NODE_98_length_4901_cov_15.429839', 4901, 3957, 's_9002000001343701_48.permissive.fa']"
HGT_seq_411,NODE_309_length_1379_cov_5.401057_16_650,NODE_204_length_2885_cov_5.393640_635_1,NODE_309_length_1379_cov_5.401057,NODE_204_length_2885_cov_5.393640,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,16,650,635,1,1379,2885,635,99.213,True,False,"['NODE_309_length_1379_cov_5.401057', 16, 650, 635, 's_9002000001373308_1.strict.fa', 'NODE_204_length_2885_cov_5.393640', 635, 1, 's_9002000001447950_2.strict.fa']"
HGT_seq_412,NODE_19_length_12654_cov_14.835146_1_12654,NODE_23_length_15545_cov_7.550484_14197_1544,NODE_19_length_12654_cov_14.835146,NODE_23_length_15545_cov_7.550484,s_9002000001373308_1.strict.fa,s_9002000001416675_19.permissive.fa,1,12654,14197,1544,12654,15545,12654,99.391,False,True,"['NODE_19_length_12654_cov_14.835146', 1, 12654, 12654, 's_9002000001373308_1.strict.fa', 'NODE_23_length_15545_cov_7.550484', 14197, 1544, 's_9002000001416675_19.permissive.fa']"
HGT_seq_413,NODE_104_length_5089_cov_12.261621_1_5089,NODE_103_length_5223_cov_15.277670_5143_55,NODE_104_length_5089_cov_12.261621,NODE_103_length_5223_cov_15.277670,s_9002000001373308_1.strict.fa,s_9002000001454080_19.strict.fa,1,5089,5143,55,5089,5223,5089,99.214,True,True,"['NODE_104_length_5089_cov_12.261621', 1, 5089, 5089, 's_9002000001373308_1.strict.fa', 'NODE_103_length_5223_cov_15.277670', 5143, 55, 's_9002000001454080_19.strict.fa']"
HGT_seq_414,NODE_93_length_5283_cov_10.953137_663_2608,NODE_281_length_1949_cov_10.814150_1_1946,NODE_93_length_5283_cov_10.953137,NODE_281_length_1949_cov_10.814150,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,663,2608,1,1946,5283,1949,1946,99.024,False,True,"['NODE_93_length_5283_cov_10.953137', 663, 2608, 1946, 's_9002000001287540_19.strict.fa', 'NODE_281_length_1949_cov_10.814150', 1, 1946, 's_9002000001373308_1.strict.fa']"
HGT_seq_415,NODE_231_length_1685_cov_7.846012_1_1685,NODE_77_length_6601_cov_15.117782_1814_129,NODE_231_length_1685_cov_7.846012,NODE_77_length_6601_cov_15.117782,s_9002000001247124_37.permissive.fa,s_9002000001473223_36.strict.fa,1,1685,1814,129,1685,6601,1686,99.051,True,True,"['NODE_231_length_1685_cov_7.846012', 1, 1685, 1686, 's_9002000001247124_37.permissive.fa', 'NODE_77_length_6601_cov_15.117782', 1814, 129, 's_9002000001473223_36.strict.fa']"
